"","Group","transcript","Start","Stop","Strand","ENSGACG","ENSGACT","OnLG","LG.roman","LG"
"15318","groupVI","transcript",13627013,13629580,"-","ENSGACG00000010790","ENSGACT00000014306",TRUE,"VI",6
"15319","groupVI","transcript",13691211,13722404,"-","ENSGACG00000010794","ENSGACT00000014317",TRUE,"VI",6
"15320","groupVI","transcript",13726559,13729505,"+","ENSGACG00000010801","ENSGACT00000014324",TRUE,"VI",6
"15321","groupVI","transcript",13757120,13764670,"+","ENSGACG00000010808","ENSGACT00000014331",TRUE,"VI",6
"15322","groupVI","transcript",13769499,13775755,"+","ENSGACG00000010814","ENSGACT00000014345",TRUE,"VI",6
"15323","groupVI","transcript",13777804,13783572,"-","ENSGACG00000010826","ENSGACT00000014363",TRUE,"VI",6
"15324","groupVI","transcript",13785175,13791747,"-","ENSGACG00000010840","ENSGACT00000014405",TRUE,"VI",6
"15325","groupVI","transcript",13798077,13843576,"+","ENSGACG00000010868","ENSGACT00000014420",TRUE,"VI",6
"15326","groupVI","transcript",13852775,13887939,"-","ENSGACG00000010879","ENSGACT00000014432",TRUE,"VI",6
"15327","groupVI","transcript",13896536,13898927,"-","ENSGACG00000010892","ENSGACT00000014445",TRUE,"VI",6
"15328","groupVI","transcript",13903814,13911529,"+","ENSGACG00000010901","ENSGACT00000014451",TRUE,"VI",6
"15329","groupVI","transcript",13915438,13919553,"+","ENSGACG00000010907","ENSGACT00000014472",TRUE,"VI",6
"15330","groupVI","transcript",13920852,13932184,"+","ENSGACG00000010922","ENSGACT00000014478",TRUE,"VI",6
"15331","groupVI","transcript",13937598,13963264,"-","ENSGACG00000010928","ENSGACT00000014504",TRUE,"VI",6
"15332","groupVI","transcript",13964779,13965084,"-","ENSGACG00000010947","ENSGACT00000014509",TRUE,"VI",6
"15333","groupVI","transcript",13967010,13971369,"+","ENSGACG00000010952","ENSGACT00000014528",TRUE,"VI",6
"15334","groupVI","transcript",13967776,13971674,"+","ENSGACG00000010952","ENSGACT00000014535",TRUE,"VI",6
"15335","groupVI","transcript",13967803,13980372,"+","ENSGACG00000010952","ENSGACT00000014541",TRUE,"VI",6
"15336","groupVI","transcript",13997161,13999503,"+","ENSGACG00000010976","ENSGACT00000014547",TRUE,"VI",6
"15337","groupVI","transcript",14002463,14022161,"-","ENSGACG00000010981","ENSGACT00000014565",TRUE,"VI",6
"15338","groupVI","transcript",14037235,14039561,"-","ENSGACG00000010992","ENSGACT00000014570",TRUE,"VI",6
"15339","groupVI","transcript",14042551,14044773,"+","ENSGACG00000010997","ENSGACT00000014575",TRUE,"VI",6
"15340","groupVI","transcript",14047951,14048889,"-","ENSGACG00000011001","ENSGACT00000014577",TRUE,"VI",6
"15341","groupVI","transcript",14099672,14126488,"-","ENSGACG00000011003","ENSGACT00000014594",TRUE,"VI",6
"15342","groupVI","transcript",14122861,14125472,"-","ENSGACG00000011003","ENSGACT00000014600",TRUE,"VI",6
"15343","groupVI","transcript",14132620,14135977,"-","ENSGACG00000011020","ENSGACT00000014636",TRUE,"VI",6
"15344","groupVI","transcript",14148337,14156546,"+","ENSGACG00000011051","ENSGACT00000014643",TRUE,"VI",6
"15345","groupVI","transcript",14173063,14189603,"+","ENSGACG00000011058","ENSGACT00000014656",TRUE,"VI",6
"15346","groupVI","transcript",14206945,14208461,"-","ENSGACG00000011066","ENSGACT00000014663",TRUE,"VI",6
"15347","groupVI","transcript",14215426,14220683,"-","ENSGACG00000011071","ENSGACT00000014670",TRUE,"VI",6
"15348","groupVI","transcript",14228211,14229692,"-","ENSGACG00000011076","ENSGACT00000014674",TRUE,"VI",6
"15349","groupVI","transcript",14244778,14250925,"-","ENSGACG00000011080","ENSGACT00000014684",TRUE,"VI",6
"15350","groupVI","transcript",14245142,14249921,"-","ENSGACG00000011080","ENSGACT00000014688",TRUE,"VI",6
"15351","groupVI","transcript",14289079,14293110,"-","ENSGACG00000011092","ENSGACT00000014700",TRUE,"VI",6
"15352","groupVI","transcript",14304898,14308063,"-","ENSGACG00000011099","ENSGACT00000014709",TRUE,"VI",6
"15353","groupVI","transcript",14307343,14310116,"-","ENSGACG00000011099","ENSGACT00000014716",TRUE,"VI",6
"15354","groupVI","transcript",14319276,14327176,"-","ENSGACG00000011110","ENSGACT00000014745",TRUE,"VI",6
"15355","groupVI","transcript",14319280,14327174,"-","ENSGACG00000011110","ENSGACT00000014754",TRUE,"VI",6
"15356","groupVI","transcript",14333376,14334863,"+","ENSGACG00000011142","ENSGACT00000014761",TRUE,"VI",6
"15357","groupVI","transcript",14338381,14339130,"-","ENSGACG00000011146","ENSGACT00000014766",TRUE,"VI",6
"15358","groupVI","transcript",14347044,14349778,"-","ENSGACG00000011151","ENSGACT00000014772",TRUE,"VI",6
"15359","groupVI","transcript",14349585,14351540,"-","ENSGACG00000011151","ENSGACT00000014775",TRUE,"VI",6
"15360","groupVI","transcript",14351690,14356581,"-","ENSGACG00000011156","ENSGACT00000014800",TRUE,"VI",6
"15361","groupVI","transcript",14351710,14356581,"-","ENSGACG00000011156","ENSGACT00000014813",TRUE,"VI",6
"15362","groupVI","transcript",14351865,14358209,"-","ENSGACG00000011156","ENSGACT00000014820",TRUE,"VI",6
"15363","groupVI","transcript",14351865,14357864,"-","ENSGACG00000011156","ENSGACT00000014823",TRUE,"VI",6
"15364","groupVI","transcript",14358268,14389292,"+","ENSGACG00000011191","ENSGACT00000014832",TRUE,"VI",6
"15365","groupVI","transcript",14434591,14480965,"-","ENSGACG00000011198","ENSGACT00000014836",TRUE,"VI",6
"15366","groupVI","transcript",14449274,14452562,"+","ENSGACG00000011202","ENSGACT00000014863",TRUE,"VI",6
"15367","groupVI","transcript",14477471,14520782,"+","ENSGACG00000011225","ENSGACT00000014934",TRUE,"VI",6
"15368","groupVI","transcript",14477471,14520782,"+","ENSGACG00000011225","ENSGACT00000014938",TRUE,"VI",6
"15369","groupVI","transcript",14483985,14514715,"+","ENSGACG00000011225","ENSGACT00000014941",TRUE,"VI",6
"15370","groupVI","transcript",14524837,14528348,"+","ENSGACG00000011285","ENSGACT00000014944",TRUE,"VI",6
"15371","groupVI","transcript",14531595,14532641,"+","ENSGACG00000011287","ENSGACT00000014945",TRUE,"VI",6
"15372","groupVI","transcript",14537870,14562218,"-","ENSGACG00000011288","ENSGACT00000014966",TRUE,"VI",6
"15373","groupVI","transcript",14567755,14571510,"+","ENSGACG00000011307","ENSGACT00000014978",TRUE,"VI",6
"15374","groupVI","transcript",14567755,14571482,"+","ENSGACG00000011307","ENSGACT00000014982",TRUE,"VI",6
"15375","groupVI","transcript",14567755,14569587,"+","ENSGACG00000011307","ENSGACT00000014985",TRUE,"VI",6
"15376","groupVI","transcript",14572247,14575579,"-","ENSGACG00000011319","ENSGACT00000015001",TRUE,"VI",6
"15377","groupVI","transcript",14576350,14579075,"+","ENSGACG00000011333","ENSGACT00000015052",TRUE,"VI",6
"15378","groupVI","transcript",14577077,14579081,"+","ENSGACG00000011333","ENSGACT00000015083",TRUE,"VI",6
"15379","groupVI","transcript",14974759,14976817,"+","ENSGACG00000011392","ENSGACT00000015089",TRUE,"VI",6
"15380","groupVI","transcript",15029856,15041372,"+","ENSGACG00000011398","ENSGACT00000015091",TRUE,"VI",6
"15381","groupVI","transcript",15047669,15135183,"-","ENSGACG00000011400","ENSGACT00000015104",TRUE,"VI",6
"15382","groupVI","transcript",15173492,15205049,"+","ENSGACG00000011409","ENSGACT00000015111",TRUE,"VI",6
"15383","groupVI","transcript",15217848,15229078,"+","ENSGACG00000011414","ENSGACT00000015121",TRUE,"VI",6
"15384","groupVI","transcript",15235915,15239228,"+","ENSGACG00000011422","ENSGACT00000015185",TRUE,"VI",6
"15385","groupVI","transcript",15249540,15255516,"+","ENSGACG00000011467","ENSGACT00000015189",TRUE,"VI",6
"15386","groupVI","transcript",15258585,15260082,"-","ENSGACG00000011471","ENSGACT00000015196",TRUE,"VI",6
"15387","groupVI","transcript",15261701,15263536,"+","ENSGACG00000011475","ENSGACT00000015210",TRUE,"VI",6
"15388","groupVI","transcript",15261947,15263443,"+","ENSGACG00000011475","ENSGACT00000015224",TRUE,"VI",6
"15389","groupVI","transcript",15263903,15268140,"-","ENSGACG00000011492","ENSGACT00000015245",TRUE,"VI",6
"15390","groupVI","transcript",15276681,15300368,"-","ENSGACG00000011512","ENSGACT00000015265",TRUE,"VI",6
"15391","groupVI","transcript",15314607,15318218,"+","ENSGACG00000011528","ENSGACT00000015270",TRUE,"VI",6
"15392","groupVI","transcript",15326454,15352359,"+","ENSGACG00000011532","ENSGACT00000015284",TRUE,"VI",6
"15393","groupVI","transcript",15384107,15390933,"+","ENSGACG00000011543","ENSGACT00000015302",TRUE,"VI",6
"15394","groupVI","transcript",15393128,15395140,"-","ENSGACG00000011558","ENSGACT00000015313",TRUE,"VI",6
"15395","groupVI","transcript",15393130,15395144,"-","ENSGACG00000011558","ENSGACT00000015319",TRUE,"VI",6
"15396","groupVI","transcript",15395415,15400387,"+","ENSGACG00000011571","ENSGACT00000015327",TRUE,"VI",6
"15397","groupVI","transcript",15406116,15428991,"+","ENSGACG00000011574","ENSGACT00000015344",TRUE,"VI",6
"15398","groupVI","transcript",15406585,15428885,"+","ENSGACG00000011574","ENSGACT00000015345",TRUE,"VI",6
"15399","groupVI","transcript",15434022,15472755,"+","ENSGACG00000011586","ENSGACT00000015373",TRUE,"VI",6
"15400","groupVI","transcript",15480972,15482728,"-","ENSGACG00000011609","ENSGACT00000015381",TRUE,"VI",6
"15401","groupVI","transcript",15490151,15498485,"+","ENSGACG00000011614","ENSGACT00000015386",TRUE,"VI",6
"15402","groupVI","transcript",15503127,15507269,"+","ENSGACG00000011619","ENSGACT00000015393",TRUE,"VI",6
"15403","groupVI","transcript",15509881,15517851,"+","ENSGACG00000011623","ENSGACT00000015397",TRUE,"VI",6
"15404","groupVI","transcript",15521491,15543739,"-","ENSGACG00000011628","ENSGACT00000015409",TRUE,"VI",6
"15405","groupVI","transcript",15545107,15550573,"+","ENSGACG00000011638","ENSGACT00000015421",TRUE,"VI",6
"15406","groupVI","transcript",15545107,15550567,"+","ENSGACG00000011638","ENSGACT00000015426",TRUE,"VI",6
"15407","groupVI","transcript",15640905,15645724,"+","ENSGACG00000011648","ENSGACT00000015436",TRUE,"VI",6
"15408","groupVI","transcript",15640958,15645581,"+","ENSGACG00000011648","ENSGACT00000015443",TRUE,"VI",6
"15409","groupVI","transcript",15646558,15650170,"-","ENSGACG00000011659","ENSGACT00000015456",TRUE,"VI",6
"15410","groupVI","transcript",15646570,15650173,"-","ENSGACG00000011659","ENSGACT00000015472",TRUE,"VI",6
"15411","groupVI","transcript",15646576,15650220,"-","ENSGACG00000011659","ENSGACT00000015481",TRUE,"VI",6
"15412","groupVI","transcript",15651868,15654278,"+","ENSGACG00000011687","ENSGACT00000015494",TRUE,"VI",6
"15413","groupVI","transcript",15656784,15658970,"-","ENSGACG00000011699","ENSGACT00000015497",TRUE,"VI",6
"15414","groupVI","transcript",15664784,15669165,"+","ENSGACG00000011701","ENSGACT00000015510",TRUE,"VI",6
"15415","groupVI","transcript",15665904,15669174,"+","ENSGACG00000011701","ENSGACT00000015519",TRUE,"VI",6
"15416","groupVI","transcript",15667074,15669144,"+","ENSGACG00000011701","ENSGACT00000015531",TRUE,"VI",6
"15417","groupVI","transcript",15669350,15672631,"-","ENSGACG00000011721","ENSGACT00000015536",TRUE,"VI",6
"15418","groupVI","transcript",15671868,15676353,"+","ENSGACG00000011726","ENSGACT00000015545",TRUE,"VI",6
"15419","groupVI","transcript",15676414,15682739,"-","ENSGACG00000011733","ENSGACT00000015639",TRUE,"VI",6
"15420","groupVI","transcript",15676418,15682696,"-","ENSGACG00000011733","ENSGACT00000015653",TRUE,"VI",6
"15421","groupVI","transcript",15684624,15689196,"-","ENSGACG00000011818","ENSGACT00000015658",TRUE,"VI",6
"15422","groupVI","transcript",15693807,15709657,"-","ENSGACG00000011822","ENSGACT00000015673",TRUE,"VI",6
"15423","groupVI","transcript",15716541,15719357,"-","ENSGACG00000011832","ENSGACT00000015678",TRUE,"VI",6
"15424","groupVI","transcript",15720277,15725203,"-","ENSGACG00000011835","ENSGACT00000015688",TRUE,"VI",6
"15425","groupVI","transcript",16066094,16083294,"+","ENSGACG00000011843","ENSGACT00000015758",TRUE,"VI",6
"15426","groupVI","transcript",16131614,16138283,"+","ENSGACG00000011894","ENSGACT00000015767",TRUE,"VI",6
"15427","groupVI","transcript",16143970,16148397,"-","ENSGACG00000011901","ENSGACT00000015769",TRUE,"VI",6
"15428","groupVI","transcript",16160314,16162603,"+","ENSGACG00000011902","ENSGACT00000015774",TRUE,"VI",6
"15429","groupVI","transcript",16181217,16182953,"+","ENSGACG00000011907","ENSGACT00000015778",TRUE,"VI",6
"15430","groupVI","transcript",16185206,16188848,"+","ENSGACG00000011909","ENSGACT00000015794",TRUE,"VI",6
"15431","groupVI","transcript",16185916,16188894,"+","ENSGACG00000011909","ENSGACT00000015800",TRUE,"VI",6
"15432","groupVI","transcript",16217579,16231523,"+","ENSGACG00000011926","ENSGACT00000015806",TRUE,"VI",6
"15433","groupVI","transcript",16240469,16262214,"+","ENSGACG00000011928","ENSGACT00000015813",TRUE,"VI",6
"15434","groupVI","transcript",16265135,16268151,"+","ENSGACG00000011933","ENSGACT00000015817",TRUE,"VI",6
"15435","groupVI","transcript",16265154,16268160,"+","ENSGACG00000011933","ENSGACT00000015820",TRUE,"VI",6
"15436","groupVI","transcript",16271048,16276478,"-","ENSGACG00000011939","ENSGACT00000015833",TRUE,"VI",6
"15437","groupVI","transcript",16278749,16282756,"-","ENSGACG00000011946","ENSGACT00000015840",TRUE,"VI",6
"15438","groupVI","transcript",16293047,16294180,"-","ENSGACG00000011953","ENSGACT00000015844",TRUE,"VI",6
"15439","groupVI","transcript",16324890,16344210,"+","ENSGACG00000011956","ENSGACT00000015860",TRUE,"VI",6
"15440","groupVI","transcript",16391049,16392230,"+","ENSGACG00000011971","ENSGACT00000015868",TRUE,"VI",6
"15441","groupVI","transcript",16401071,16414658,"+","ENSGACG00000011978","ENSGACT00000015872",TRUE,"VI",6
"15442","groupVI","transcript",16420355,16421238,"-","ENSGACG00000011981","ENSGACT00000015881",TRUE,"VI",6
"15443","groupVI","transcript",16423527,16426267,"-","ENSGACG00000011988","ENSGACT00000015901",TRUE,"VI",6
"15444","groupVI","transcript",16423803,16436301,"-","ENSGACG00000011988","ENSGACT00000015953",TRUE,"VI",6
"15445","groupVI","transcript",16423806,16433085,"-","ENSGACG00000011988","ENSGACT00000015958",TRUE,"VI",6
"15446","groupVI","transcript",16429421,16436301,"-","ENSGACG00000011988","ENSGACT00000015968",TRUE,"VI",6
"15447","groupVI","transcript",16426626,16428862,"+","ENSGACG00000012047","ENSGACT00000015973",TRUE,"VI",6
"15448","groupVI","transcript",16437999,16440172,"-","ENSGACG00000012052","ENSGACT00000015992",TRUE,"VI",6
"15449","groupVI","transcript",16442104,16471887,"+","ENSGACG00000012068","ENSGACT00000015996",TRUE,"VI",6
"15450","groupVI","transcript",16482667,16489174,"+","ENSGACG00000012072","ENSGACT00000016009",TRUE,"VI",6
"15451","groupVI","transcript",16482859,16489884,"+","ENSGACG00000012072","ENSGACT00000016016",TRUE,"VI",6
"15452","groupVI","transcript",16491634,16496261,"-","ENSGACG00000012086","ENSGACT00000016028",TRUE,"VI",6
"15453","groupVI","transcript",16502275,16510385,"+","ENSGACG00000012095","ENSGACT00000016038",TRUE,"VI",6
"15454","groupVI","transcript",16502460,16503940,"-","ENSGACG00000012101","ENSGACT00000016043",TRUE,"VI",6
"15455","groupVI","transcript",16510937,16511254,"+","ENSGACG00000012105","ENSGACT00000016045",TRUE,"VI",6
"15456","groupVI","transcript",16513477,16534427,"-","ENSGACG00000012107","ENSGACT00000016068",TRUE,"VI",6
"15457","groupVI","transcript",16586752,16587714,"+","ENSGACG00000012126","ENSGACT00000016076",TRUE,"VI",6
"15458","groupVI","transcript",16590500,16621155,"+","ENSGACG00000012132","ENSGACT00000016078",TRUE,"VI",6
"15459","groupVI","transcript",16590500,16621076,"-","ENSGACG00000012134","ENSGACT00000016080",TRUE,"VI",6
"15460","groupVI","transcript",16643853,16644591,"+","ENSGACG00000012136","ENSGACT00000016083",TRUE,"VI",6
"15461","groupVI","transcript",16670943,16673485,"-","ENSGACG00000012138","ENSGACT00000016090",TRUE,"VI",6
"15462","groupVI","transcript",16688575,16699809,"+","ENSGACG00000012144","ENSGACT00000016107",TRUE,"VI",6
"15463","groupVI","transcript",16699921,16700865,"-","ENSGACG00000012158","ENSGACT00000016111",TRUE,"VI",6
"15464","groupVI","transcript",16702488,16708055,"-","ENSGACG00000012160","ENSGACT00000016117",TRUE,"VI",6
"15465","groupVI","transcript",16708236,16711382,"+","ENSGACG00000012166","ENSGACT00000016123",TRUE,"VI",6
"15466","groupVI","transcript",16712625,16732273,"-","ENSGACG00000012168","ENSGACT00000016147",TRUE,"VI",6
"15467","groupVI","transcript",16736019,16748803,"+","ENSGACG00000012187","ENSGACT00000016165",TRUE,"VI",6
"15468","groupVI","transcript",16750291,16752879,"+","ENSGACG00000012200","ENSGACT00000016172",TRUE,"VI",6
"15469","groupVI","transcript",16760595,16762432,"+","ENSGACG00000012205","ENSGACT00000016175",TRUE,"VI",6
"15470","groupVI","transcript",16764672,16765616,"+","ENSGACG00000012206","ENSGACT00000016180",TRUE,"VI",6
"15471","groupVI","transcript",16765561,16770428,"+","ENSGACG00000012206","ENSGACT00000016184",TRUE,"VI",6
"15472","groupVI","transcript",16773996,16775542,"+","ENSGACG00000012211","ENSGACT00000016188",TRUE,"VI",6
"15473","groupVI","transcript",16776325,16781683,"+","ENSGACG00000012217","ENSGACT00000016194",TRUE,"VI",6
"15474","groupVI","transcript",16785119,16793800,"+","ENSGACG00000012222","ENSGACT00000016218",TRUE,"VI",6
"15475","groupVI","transcript",16789313,16793800,"+","ENSGACG00000012222","ENSGACT00000016221",TRUE,"VI",6
"15476","groupVI","transcript",16796777,16800255,"-","ENSGACG00000012242","ENSGACT00000016226",TRUE,"VI",6
"15477","groupVI","transcript",16803296,16808378,"+","ENSGACG00000012246","ENSGACT00000016231",TRUE,"VI",6
"15478","groupVI","transcript",16817283,16821964,"-","ENSGACG00000012250","ENSGACT00000016237",TRUE,"VI",6
"15479","groupVI","transcript",16842417,16846806,"+","ENSGACG00000012257","ENSGACT00000016244",TRUE,"VI",6
"15480","groupVI","transcript",16849010,16850268,"-","ENSGACG00000012262","ENSGACT00000016248",TRUE,"VI",6
"15481","groupVI","transcript",16851410,16855413,"-","ENSGACG00000012266","ENSGACT00000016309",TRUE,"VI",6
"15482","groupVI","transcript",16856594,16862328,"+","ENSGACG00000012317","ENSGACT00000016316",TRUE,"VI",6
"15483","groupVI","transcript",16866133,16868284,"+","ENSGACG00000012324","ENSGACT00000016318",TRUE,"VI",6
"15484","groupVI","transcript",16878548,16882045,"-","ENSGACG00000012325","ENSGACT00000016331",TRUE,"VI",6
"15485","groupVI","transcript",16884436,17025590,"-","ENSGACG00000012336","ENSGACT00000016364",TRUE,"VI",6
"15486","groupVI","transcript",16884436,17024658,"-","ENSGACG00000012336","ENSGACT00000016369",TRUE,"VI",6
"15487","groupVI","transcript",17027226,17032875,"-","ENSGACG00000012371","ENSGACT00000016390",TRUE,"VI",6
"15488","groupVI","transcript",17027227,17032869,"-","ENSGACG00000012371","ENSGACT00000016398",TRUE,"VI",6
"15489","groupVI","transcript",17027333,17032434,"-","ENSGACG00000012371","ENSGACT00000016406",TRUE,"VI",6
"15490","groupVI","transcript",17034175,17043164,"+","ENSGACG00000012392","ENSGACT00000016423",TRUE,"VI",6
"15491","groupVI","transcript",17045314,17071390,"+","ENSGACG00000012405","ENSGACT00000016436",TRUE,"VI",6
"15492","groupVI","transcript",17075680,17076923,"-","ENSGACG00000012414","ENSGACT00000016439",TRUE,"VI",6
"15493","groupIII","transcript",34321,37281,"+","ENSGACG00000012369","ENSGACT00000016378",TRUE,"III",3
"15494","groupIII","transcript",39894,41933,"-","ENSGACG00000012375","ENSGACT00000016381",TRUE,"III",3
"15495","groupIII","transcript",42337,47073,"-","ENSGACG00000012377","ENSGACT00000016393",TRUE,"III",3
"15496","groupIII","transcript",50881,52959,"-","ENSGACG00000012386","ENSGACT00000016396",TRUE,"III",3
"15497","groupIII","transcript",50881,52261,"-","ENSGACG00000012386","ENSGACT00000016399",TRUE,"III",3
"15498","groupIII","transcript",54878,56532,"-","ENSGACG00000012387","ENSGACT00000016404",TRUE,"III",3
"15499","groupIII","transcript",57693,62220,"+","ENSGACG00000012390","ENSGACT00000016450",TRUE,"III",3
"15500","groupIII","transcript",57822,61614,"+","ENSGACG00000012390","ENSGACT00000016456",TRUE,"III",3
"15501","groupIII","transcript",57870,61480,"+","ENSGACG00000012390","ENSGACT00000016480",TRUE,"III",3
"15502","groupIII","transcript",61645,62006,"-","ENSGACG00000012447","ENSGACT00000016485",TRUE,"III",3
"15503","groupIII","transcript",63180,66273,"-","ENSGACG00000012451","ENSGACT00000016522",TRUE,"III",3
"15504","groupIII","transcript",63465,67371,"-","ENSGACG00000012451","ENSGACT00000016532",TRUE,"III",3
"15505","groupIII","transcript",67525,69733,"-","ENSGACG00000012484","ENSGACT00000016534",TRUE,"III",3
"15506","groupIII","transcript",70018,71890,"+","ENSGACG00000012486","ENSGACT00000016547",TRUE,"III",3
"15507","groupIII","transcript",70018,71866,"+","ENSGACG00000012486","ENSGACT00000016551",TRUE,"III",3
"15508","groupIII","transcript",72180,75919,"-","ENSGACG00000012499","ENSGACT00000016560",TRUE,"III",3
"15509","groupIII","transcript",78053,81698,"-","ENSGACG00000012508","ENSGACT00000016574",TRUE,"III",3
"15510","groupIII","transcript",83318,95443,"-","ENSGACG00000012518","ENSGACT00000016651",TRUE,"III",3
"15511","groupIII","transcript",105376,123099,"-","ENSGACG00000012576","ENSGACT00000016699",TRUE,"III",3
"15512","groupIII","transcript",125819,133120,"-","ENSGACG00000012611","ENSGACT00000016704",TRUE,"III",3
"15513","groupIII","transcript",140925,169058,"-","ENSGACG00000012613","ENSGACT00000016714",TRUE,"III",3
"15514","groupIII","transcript",175029,180887,"+","ENSGACG00000012625","ENSGACT00000016756",TRUE,"III",3
"15515","groupIII","transcript",175036,180578,"+","ENSGACG00000012625","ENSGACT00000016749",TRUE,"III",3
"15516","groupIII","transcript",182075,185554,"-","ENSGACG00000012659","ENSGACT00000016760",TRUE,"III",3
"15517","groupIII","transcript",186706,190112,"-","ENSGACG00000012661","ENSGACT00000016763",TRUE,"III",3
"15518","groupIII","transcript",205053,212076,"+","ENSGACG00000012663","ENSGACT00000016769",TRUE,"III",3
"15519","groupIII","transcript",231069,233725,"-","ENSGACG00000012667","ENSGACT00000016777",TRUE,"III",3
"15520","groupIII","transcript",235575,242290,"-","ENSGACG00000012674","ENSGACT00000016821",TRUE,"III",3
"15521","groupIII","transcript",244521,251026,"+","ENSGACG00000012708","ENSGACT00000016894",TRUE,"III",3
"15522","groupIII","transcript",245587,251038,"+","ENSGACG00000012708","ENSGACT00000016899",TRUE,"III",3
"15523","groupIII","transcript",245659,251089,"+","ENSGACG00000012708","ENSGACT00000016905",TRUE,"III",3
"15524","groupIII","transcript",253739,262886,"-","ENSGACG00000012774","ENSGACT00000016929",TRUE,"III",3
"15525","groupIII","transcript",254341,262886,"-","ENSGACG00000012774","ENSGACT00000016935",TRUE,"III",3
"15526","groupIII","transcript",264160,269480,"+","ENSGACG00000012795","ENSGACT00000016981",TRUE,"III",3
"15527","groupIII","transcript",272603,275792,"+","ENSGACG00000012831","ENSGACT00000016987",TRUE,"III",3
"15528","groupIII","transcript",277942,292152,"-","ENSGACG00000012836","ENSGACT00000016995",TRUE,"III",3
"15529","groupIII","transcript",299042,305319,"-","ENSGACG00000012842","ENSGACT00000016998",TRUE,"III",3
"15530","groupIII","transcript",299061,304251,"-","ENSGACG00000012842","ENSGACT00000017003",TRUE,"III",3
"15531","groupIII","transcript",305839,307752,"-","ENSGACG00000012847","ENSGACT00000017006",TRUE,"III",3
"15532","groupIII","transcript",309109,311274,"-","ENSGACG00000012849","ENSGACT00000017012",TRUE,"III",3
"15533","groupIII","transcript",309132,311274,"-","ENSGACG00000012849","ENSGACT00000017017",TRUE,"III",3
"15534","groupIII","transcript",313083,316690,"+","ENSGACG00000012859","ENSGACT00000017023",TRUE,"III",3
"15535","groupIII","transcript",320213,322935,"-","ENSGACG00000012863","ENSGACT00000017027",TRUE,"III",3
"15536","groupIII","transcript",356360,359701,"+","ENSGACG00000012867","ENSGACT00000017041",TRUE,"III",3
"15537","groupIII","transcript",360645,364934,"+","ENSGACG00000012878","ENSGACT00000017045",TRUE,"III",3
"15538","groupIII","transcript",368294,384095,"-","ENSGACG00000012882","ENSGACT00000017061",TRUE,"III",3
"15539","groupIII","transcript",368294,384059,"-","ENSGACG00000012882","ENSGACT00000017068",TRUE,"III",3
"15540","groupIII","transcript",386137,392374,"-","ENSGACG00000012897","ENSGACT00000017072",TRUE,"III",3
"15541","groupIII","transcript",397748,402395,"-","ENSGACG00000012901","ENSGACT00000017093",TRUE,"III",3
"15542","groupIII","transcript",422671,426292,"-","ENSGACG00000012919","ENSGACT00000017126",TRUE,"III",3
"15543","groupIII","transcript",423080,426322,"-","ENSGACG00000012919","ENSGACT00000017135",TRUE,"III",3
"15544","groupIII","transcript",448107,459938,"+","ENSGACG00000012944","ENSGACT00000017175",TRUE,"III",3
"15545","groupIII","transcript",462834,467968,"+","ENSGACG00000012972","ENSGACT00000017204",TRUE,"III",3
"15546","groupIII","transcript",469854,474201,"+","ENSGACG00000012991","ENSGACT00000017212",TRUE,"III",3
"15547","groupIII","transcript",476542,479525,"-","ENSGACG00000012996","ENSGACT00000017216",TRUE,"III",3
"15548","groupIII","transcript",484960,489784,"+","ENSGACG00000012999","ENSGACT00000017226",TRUE,"III",3
"15549","groupIII","transcript",485478,489708,"+","ENSGACG00000012999","ENSGACT00000017231",TRUE,"III",3
"15550","groupIII","transcript",490991,521391,"-","ENSGACG00000013009","ENSGACT00000017242",TRUE,"III",3
"15551","groupIII","transcript",526486,551810,"-","ENSGACG00000013017","ENSGACT00000017251",TRUE,"III",3
"15552","groupIII","transcript",552536,557921,"+","ENSGACG00000013024","ENSGACT00000017294",TRUE,"III",3
"15553","groupIII","transcript",553819,556869,"+","ENSGACG00000013024","ENSGACT00000017310",TRUE,"III",3
"15554","groupIII","transcript",565595,593939,"+","ENSGACG00000013069","ENSGACT00000017328",TRUE,"III",3
"15555","groupIII","transcript",599861,601840,"+","ENSGACG00000013082","ENSGACT00000017336",TRUE,"III",3
"15556","groupIII","transcript",599906,601648,"+","ENSGACG00000013082","ENSGACT00000017339",TRUE,"III",3
"15557","groupIII","transcript",602821,606761,"-","ENSGACG00000013090","ENSGACT00000017342",TRUE,"III",3
"15558","groupIII","transcript",613967,632308,"-","ENSGACG00000013093","ENSGACT00000017351",TRUE,"III",3
"15559","groupIII","transcript",639394,651698,"-","ENSGACG00000013099","ENSGACT00000017361",TRUE,"III",3
"15560","groupIII","transcript",659228,681226,"+","ENSGACG00000013105","ENSGACT00000017373",TRUE,"III",3
"15561","groupIII","transcript",686079,690178,"+","ENSGACG00000013114","ENSGACT00000017423",TRUE,"III",3
"15562","groupIII","transcript",686150,690205,"+","ENSGACG00000013114","ENSGACT00000017433",TRUE,"III",3
"15563","groupIII","transcript",694549,698804,"-","ENSGACG00000013161","ENSGACT00000017436",TRUE,"III",3
"15564","groupIII","transcript",703525,708437,"+","ENSGACG00000013163","ENSGACT00000017442",TRUE,"III",3
"15565","groupIII","transcript",815615,833164,"+","ENSGACG00000013168","ENSGACT00000017460",TRUE,"III",3
